behavior_window_id,run_key,feature_set,feature_family,fold_id,seed,date,window_start_date,window_end_date,window_length,primitive_id,primitive_type,reward_daily_return,reward_benchmark_return,reward_excess_return_vs_benchmark,same_day_excess_return_vs_benchmark,current_drawdown,regime_label_exogenous,market_regime,analysis_regime,action_l1_wmean,action_change_l1_wmean,action_jitter_l2_wmean,turnover_wmean,portfolio_hhi_wmean,portfolio_max_weight_wmean,portfolio_benchmark_deviation_l1_wmean,portfolio_sector_max_weight_wmean,vix_wmean,sp500_trend_wmean
base_macro__fold_02__seed999__w0006,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-07-13,2016-07-07,2016-07-13,5,primitive_05,bad_or_noisy_primitive,0.0044961226596254,0.0059914907917084,-0.001495368132083,0.0002886582287404,0.0,unknown,1.0,market_regime_1,1400.0,0.0,0.0,0.0,0.016044407670112,0.0500770935372877,0.7360995670789218,0.1017838800229836,13.618000030517578,0.05272941852221
base_macro__fold_02__seed999__w0007,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-07-14,2016-07-08,2016-07-14,5,primitive_05,bad_or_noisy_primitive,0.000237597318986,-0.0001047809110357,0.0003423782300218,-0.001495368132083,0.0,unknown,1.0,market_regime_1,1400.0,0.0,0.0,0.0,0.0241971177208851,0.0635985637779411,0.7462194057561022,0.1276425815407156,13.229999923706057,0.0586497822322784
base_macro__fold_02__seed999__w0008,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-07-15,2016-07-11,2016-07-15,5,primitive_05,bad_or_noisy_primitive,0.001200997569877,0.0005902403269327,0.0006107572429442,0.0003423782300218,0.0,unknown,1.0,market_regime_1,1400.0,0.0,0.0,0.0,0.0341586635149575,0.077083158315495,0.7910543995127964,0.1534736658456965,13.123999977111817,0.0611633799912642
base_macro__fold_02__seed999__w0009,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-07-18,2016-07-12,2016-07-18,5,primitive_05,bad_or_noisy_primitive,0.0023000265793848,0.0010168701388429,0.0012831564405419,0.0006107572429442,0.0,unknown,1.0,market_regime_1,1357.6,42.4,28.2630500831032,21.2,0.0459710303316967,0.0908380545602071,0.8554925465164857,0.1796552529408009,12.90399990081787,0.0634409440267479
base_macro__fold_02__seed999__w0010,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-07-19,2016-07-13,2016-07-19,5,primitive_04,bad_or_noisy_primitive,0.0030533485542367,0.0044897064050813,-0.0014363578508445,0.0012831564405419,0.0,unknown,1.0,market_regime_1,1094.6,296.6,107.51177247028116,148.3,0.0586773602247026,0.1016929520320376,0.928103110142468,0.2048886538044286,12.58799991607666,0.0639241005542763
base_macro__fold_02__seed999__w0011,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-07-20,2016-07-14,2016-07-20,5,primitive_04,bad_or_noisy_primitive,-0.0063907028944415,-0.0050671495563402,-0.0013235533381013,-0.0014363578508445,0.0,unknown,1.0,market_regime_1,831.8,297.2,181.47392495383184,148.6,0.0694452129361572,0.1099665012965758,0.9886998262758986,0.2248391662019491,12.33400001525879,0.0652863629081177
base_macro__fold_02__seed999__w0012,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-07-21,2016-07-15,2016-07-21,5,primitive_04,bad_or_noisy_primitive,0.0051715815961113,0.0033453153041462,0.001826266291965,-0.0013235533381013,-0.0063907028944414,unknown,1.0,market_regime_1,569.4,298.0,182.00307521604475,149.0,0.0779018170687141,0.1154522291070074,1.035156145041267,0.2395641859921741,12.318000030517576,0.0648165863525281
base_macro__fold_02__seed999__w0013,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-07-22,2016-07-18,2016-07-22,5,primitive_04,bad_or_noisy_primitive,-0.0051196489948643,-0.0031532914882882,-0.001966357506576,0.001826266291965,-0.0012521713398053,unknown,1.0,market_regime_1,307.2,298.2,182.5322254782577,149.1,0.0836923612172527,0.1187053126515462,1.0666299760178792,0.2490728911528129,12.188000106811524,0.0655563709494344
base_macro__fold_02__seed999__w0014,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-07-25,2016-07-19,2016-07-25,5,primitive_04,bad_or_noisy_primitive,-0.0021354228713349,-0.0015507168085876,-0.0005847060627472,-0.001966357506576,-0.0063654096569284,unknown,1.0,market_regime_1,87.4,256.2,154.71638899065442,128.1,0.0864536556892986,0.1196135602034755,1.0818956770996702,0.2530912292028826,12.27400016784668,0.065185582487324
base_macro__fold_02__seed999__w0015,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-07-26,2016-07-20,2016-07-26,5,primitive_01,mixed_primitive,-0.0011261315064392,-0.0001571759166885,-0.0009689555897507,-0.0005847060627472,-0.0084872396868965,unknown,1.0,market_regime_1,87.8,3.2,76.21599808083126,1.6,0.0867775720249294,0.1210993419990771,1.0850097118165487,0.2531826162690171,12.490000152587893,0.0652336254344556
base_macro__fold_02__seed999__w0016,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-07-27,2016-07-21,2016-07-27,5,primitive_01,mixed_primitive,0.0023836921340354,0.0007121746230166,0.0016715175110187,-0.0009689555897507,-0.0096038134453216,unknown,1.0,market_regime_1,87.6,3.0,2.81953102222982,1.5,0.0871317668767579,0.1228518851844548,1.0883493353369194,0.2533855249601878,12.702000045776368,0.0641555654538187
base_macro__fold_02__seed999__w0017,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-07-28,2016-07-22,2016-07-28,5,primitive_01,mixed_primitive,-0.0001371775750159,3.1768978145818e-05,-0.0001689465531617,0.0016715175110187,-0.0072430138458524,unknown,1.0,market_regime_1,87.2,2.4,2.7375943555168605,1.2,0.0874955600610062,0.1245738098971403,1.0916019505687715,0.2532561853266915,12.698000144958495,0.0642035285249603
base_macro__fold_02__seed999__w0018,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-07-29,2016-07-25,2016-07-29,5,primitive_02,bad_or_noisy_primitive,-0.0026979533741323,-0.0002703158839722,-0.0024276374901601,-0.0001689465531617,-0.0073791978417931,unknown,1.0,market_regime_1,87.0,3.0,2.5548542548177173,1.5,0.0878732150400634,0.1260679374338154,1.0948359073503409,0.2534953547539722,12.66800003051758,0.0636436921928641
base_macro__fold_02__seed999__w0019,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-01,2016-07-26,2016-08-01,5,primitive_01,mixed_primitive,-0.0049030616235874,-0.0049613731656796,5.831154209219071e-05,-0.0024276374901601,-0.0100572424842101,unknown,1.0,market_regime_1,87.0,3.2,2.636790921530678,1.6,0.0882886616301968,0.12738686464408,1.0983207049960868,0.2540713551579764,12.58199996948242,0.0634546454105507
base_macro__fold_02__seed999__w0020,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-02,2016-07-27,2016-08-02,5,primitive_02,bad_or_noisy_primitive,0.0009199617049395,0.0020209052274438,-0.0011009435225043,5.831154209219071e-05,-0.0149109928281341,unknown,1.0,market_regime_1,87.2,2.2,2.378357392732525,1.1,0.0886754327235827,0.128324038952044,1.101847789311479,0.2545976552629782,12.645999908447266,0.0618569181175166
base_macro__fold_02__seed999__w0021,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-03,2016-07-28,2016-08-03,5,primitive_02,bad_or_noisy_primitive,-0.000334537423867,0.0008778186657486,-0.0012123560896156,-0.0011009435225043,-0.0140047486655791,unknown,1.0,market_regime_1,87.4,2.2,2.0126719677832874,1.1,0.0891044400864723,0.1296367240533356,1.1054924546188891,0.2548719378781329,12.651999855041504,0.0611872975688871
base_macro__fold_02__seed999__w0022,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-04,2016-07-29,2016-08-04,5,primitive_02,bad_or_noisy_primitive,0.0121126643914875,0.0117021125328519,0.0004105518586355,-0.0012123560896156,-0.0143346009769054,unknown,1.0,market_regime_1,87.0,2.8,1.9654583722833292,1.4,0.0895000733482563,0.1310651200368123,1.1087940077211906,0.2556081970930561,12.591999816894532,0.0602333832026662
base_macro__fold_02__seed999__w0023,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-05,2016-08-01,2016-08-05,5,primitive_02,bad_or_noisy_primitive,-0.001355396318731,-0.0008874751049417,-0.0004679212137893,0.0004105518586355,-0.002395566796237,unknown,1.0,market_regime_1,80.0,8.2,6.472912650574193,4.1,0.0898887739101242,0.1331267385741077,1.1124860983544564,0.2568892694604703,12.495999908447263,0.0607634719384368
base_macro__fold_02__seed999__w0024,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-08,2016-08-02,2016-08-08,5,primitive_02,bad_or_noisy_primitive,-0.0004267589812486,-0.0001402322111295,-0.0002865267701191,-0.0004679212137893,-0.0037477161725514,unknown,1.0,market_regime_1,62.2,18.2,9.83220680740599,9.1,0.0902336433146463,0.1352615921847991,1.115763722862988,0.2583835109452004,12.307999992370606,0.0613778367637353
base_macro__fold_02__seed999__w0025,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-09,2016-08-03,2016-08-09,5,primitive_02,bad_or_noisy_primitive,-0.003393016953225,-0.0017123667109289,-0.001680650242296,-0.0002865267701191,-0.0041728757822641,unknown,1.0,market_regime_1,44.6,18.0,18.483424764470502,9.0,0.0905308088031524,0.1374048428542442,1.1182935819758468,0.2598829960935561,11.965999984741211,0.0634292550445697
base_macro__fold_02__seed999__w0026,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-10,2016-08-04,2016-08-10,5,primitive_02,bad_or_noisy_primitive,0.0087524639333573,0.0066457830251343,0.002106680908223,-0.001680650242296,-0.0075517340972164,unknown,1.0,market_regime_1,27.4,17.6,18.283424764470507,8.8,0.0907196697749841,0.1387386156802814,1.1201114648886317,0.2613922587624753,11.804000091552734,0.0642236704892282
base_macro__fold_02__seed999__w0027,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-11,2016-08-05,2016-08-11,5,primitive_02,bad_or_noisy_primitive,-0.0012319831449961,-0.0013559788020546,0.0001239956570584,0.002106680908223,0.0,unknown,1.0,market_regime_1,10.6,16.8,17.883424764470508,8.4,0.0908535110482159,0.1398216436000507,1.1215336350825136,0.2624816159024323,11.656000137329102,0.065987342222806
base_macro__fold_02__seed999__w0028,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-12,2016-08-08,2016-08-12,5,primitive_02,bad_or_noisy_primitive,-0.0002596766844484,0.0023285329770173,-0.0025882096614658,0.0001239956570584,-0.001231983144996,unknown,1.0,market_regime_1,0.0,10.6,13.02956032466587,5.3,0.0909290514428454,0.1401644705628365,1.1221303520187431,0.2627241628709241,11.688000106811524,0.0657771953421293
base_macro__fold_02__seed999__w0029,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-15,2016-08-09,2016-08-15,5,primitive_02,bad_or_noisy_primitive,-0.0054539676478956,-0.0047685697938881,-0.0006853978540074,-0.0025882096614658,-0.0014913399121462,unknown,1.0,market_regime_1,0.0,0.0,9.141115905621152,0.0,0.0909652770881672,0.1405357828597616,1.1222480805029658,0.2631365535198232,11.750000190734864,0.0663887060000354
base_macro__fold_02__seed999__w0030,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-16,2016-08-10,2016-08-16,5,primitive_02,bad_or_noisy_primitive,0.0021270387242378,0.0010582805076419,0.0010687582165958,-0.0006853978540074,-0.0069371738404091,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0909994739336914,0.1409630286932301,1.1223306306881118,0.2637135129721778,11.946000289916991,0.0657668731754025
base_macro__fold_02__seed999__w0031,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-17,2016-08-11,2016-08-17,5,primitive_02,bad_or_noisy_primitive,0.0001135319758591,0.0007572052803761,-0.000643673304517,0.0010687582165958,-0.0048248907535664,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0910320927587119,0.1414532028011196,1.1224192046051158,0.2644867292234861,11.97400016784668,0.0661517891364207
base_macro__fold_02__seed999__w0032,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-18,2016-08-12,2016-08-18,5,primitive_02,bad_or_noisy_primitive,0.0003173893904437,-0.0013154719546222,0.001632861345066,-0.000643673304517,-0.0047119065570879,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0910558847701301,0.1419643491962427,1.1224497909746436,0.265187519079047,11.92400016784668,0.0660152999473907
base_macro__fold_02__seed999__w0033,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-19,2016-08-15,2016-08-19,5,primitive_02,bad_or_noisy_primitive,-0.0011374961807019,-0.0005928990669954,-0.0005445971137064,0.001632861345066,-0.0043960126757941,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0911055744186641,0.142565597502962,1.122446296025556,0.2659901519203327,11.882000160217284,0.0657645097866717
base_macro__fold_02__seed999__w0034,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-22,2016-08-16,2016-08-22,5,primitive_02,bad_or_noisy_primitive,0.002277797089474,0.0021085470372384,0.0001692500522356,-0.0005445971137064,-0.0055285084088669,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0911261692662325,0.1428030159165367,1.1224584305497205,0.2663294151124514,11.97400016784668,0.0648084528575464
base_macro__fold_02__seed999__w0035,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-23,2016-08-17,2016-08-23,5,primitive_02,bad_or_noisy_primitive,-0.0057537263119922,-0.0038884364302134,-0.0018652898817787,0.0001692500522356,-0.0032633041397556,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0911260573267809,0.1427716215008154,1.1225166898897796,0.2662938460169227,11.922000122070312,0.0654402233680872
base_macro__fold_02__seed999__w0036,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-24,2016-08-18,2016-08-24,5,primitive_02,bad_or_noisy_primitive,0.0008793895869132,-0.0004269329750418,0.001306322561955,-0.0018652898817787,-0.0089982542928549,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.091109541496922,0.142827718827265,1.1225276778421145,0.2662724125795851,12.17400016784668,0.0645713578350772
base_macro__fold_02__seed999__w0037,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-25,2016-08-19,2016-08-25,5,primitive_02,bad_or_noisy_primitive,-0.0017048546812822,-0.0014313150797814,-0.0002735396015008,0.001306322561955,-0.0081267776770673,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0910836123766348,0.1428984373986783,1.1224362122432143,0.2663274904532317,12.614000129699708,0.0629392960844178
base_macro__fold_02__seed999__w0038,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-26,2016-08-22,2016-08-26,5,primitive_02,bad_or_noisy_primitive,0.005744295210504,0.0047767391803367,0.0009675560301672,-0.0002735396015008,-0.009817777383383,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0910391455694009,0.1430099738841503,1.1223908394761228,0.2664626889000828,13.076000022888184,0.0612737700943132
base_macro__fold_02__seed999__w0039,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-29,2016-08-23,2016-08-29,5,primitive_02,bad_or_noisy_primitive,0.0005522185768946,-0.0020789070754206,0.0026311256523152,0.0009675560301672,-0.0041298783844804,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0909930779523601,0.1430746351836853,1.1223756027199223,0.2664885375686057,13.20999984741211,0.0608204152793718
base_macro__fold_02__seed999__w0040,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-30,2016-08-24,2016-08-30,5,primitive_02,bad_or_noisy_primitive,-0.0024020567649694,-0.001998444321167,-0.0004036124438024,0.0026311256523152,-0.0035799404031497,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.091018442586446,0.1437626356949028,1.1223580467897754,0.2672062925379731,13.357999801635742,0.0595146565289239
base_macro__fold_02__seed999__w0041,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-08-31,2016-08-25,2016-08-31,5,primitive_02,bad_or_noisy_primitive,-0.0036063095848426,-6.478208854734738e-05,-0.0035415274962953,-0.0004036124438024,-0.0059733979480555,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0910546326955881,0.1445061923057444,1.1222418652411486,0.2680487333490786,13.351999855041504,0.0587860933643131
base_macro__fold_02__seed999__w0042,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-01,2016-08-26,2016-09-01,5,primitive_02,bad_or_noisy_primitive,0.0034802465902026,0.0028576975030933,0.0006225490871093,-0.0035415274962953,-0.0095581656106242,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0911058781503544,0.1451125102886378,1.1219548081366104,0.2688301911522035,13.321999740600583,0.0583262606259606
base_macro__fold_02__seed999__w0043,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-02,2016-08-29,2016-09-02,5,primitive_02,bad_or_noisy_primitive,0.0024007455058601,0.0038774564993409,-0.0014767109934808,0.0006225490871093,-0.0061111837936966,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0911725889650384,0.1456722949187041,1.121588504683058,0.269605038416858,12.987999725341798,0.0590664370512956
base_macro__fold_02__seed999__w0044,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-06,2016-08-30,2016-09-06,5,primitive_02,bad_or_noisy_primitive,-0.0014551947467692,-0.0007723043175781,-0.0006828904291911,-0.0014767109934808,-0.0037251096848647,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0911880499106925,0.1461970626958864,1.1210330887755653,0.2704368211481908,12.803999900817873,0.0593353259462149
base_macro__fold_02__seed999__w0045,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-07,2016-08-31,2016-09-07,5,primitive_02,bad_or_noisy_primitive,0.0015471425144104,-0.003170429477059,0.0047175719914694,-0.0006828904291911,-0.0051748836715892,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0911348961139487,0.1462957224688971,1.120409600359729,0.2710470040183746,12.567999839782717,0.0600009990354925
base_macro__fold_02__seed999__w0046,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-08,2016-09-01,2016-09-08,5,primitive_02,bad_or_noisy_primitive,-0.0189457681467817,-0.0209678779582153,0.0020221098114336,0.0047175719914694,-0.0036357474397142,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0911134556484296,0.1466064253623209,1.1199886334473654,0.2717569458748067,12.385999870300292,0.0607261953919939
base_macro__fold_02__seed999__w0047,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-09,2016-09-02,2016-09-09,5,primitive_02,bad_or_noisy_primitive,0.0126139317803606,0.0147308856200211,-0.0021169538396605,0.0020221098114336,-0.0225126335584631,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0911041393729336,0.1470044269113513,1.1200366945113058,0.2725343844224698,13.189999961853028,0.0562994347205622
base_macro__fold_02__seed999__w0048,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-12,2016-09-06,2016-09-12,5,primitive_02,bad_or_noisy_primitive,-0.0174950137294861,-0.0133496705123018,-0.0041453432171842,-0.0021169538396605,-0.0101826746020052,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0910823655075802,0.147451129972026,1.1200116329664958,0.2733686030082222,13.826000022888184,0.0540522678515377
base_macro__fold_02__seed999__w0049,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-13,2016-09-07,2016-09-13,5,primitive_02,bad_or_noisy_primitive,-0.001980238095487,7.198520371691922e-05,-0.002052223299204,-0.0041453432171842,-0.0274995422995262,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0911068686297193,0.1477534163315658,1.120230800819404,0.2739269727815151,14.992000007629397,0.0480944950864622
base_macro__fold_02__seed999__w0050,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-14,2016-09-08,2016-09-14,5,primitive_02,bad_or_noisy_primitive,0.0093702244712123,0.0104904826318896,-0.0011202581606772,-0.002052223299204,-0.0294253247537433,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0911388486898205,0.1478642488008723,1.120437046806511,0.2738917911454839,16.231999969482423,0.0420827121920644
base_macro__fold_02__seed999__w0051,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-15,2016-09-09,2016-09-15,5,primitive_02,bad_or_noisy_primitive,-0.0024492838938584,-0.0024692949446473,2.0011050788844385e-05,-0.0011202581606772,-0.0203308221806118,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0911359871713175,0.1477408231310717,1.1203748174699844,0.2736136347337045,16.989999771118164,0.038645538291092
base_macro__fold_02__seed999__w0052,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-16,2016-09-12,2016-09-16,5,primitive_02,bad_or_noisy_primitive,-0.0004706317314518,-0.0015639183481552,0.0010932866167033,2.0011050788844385e-05,-0.0227303101191546,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0910963913577312,0.147295535955104,1.1196305977013208,0.2730432716759153,16.563999748229982,0.0396240953666001
base_macro__fold_02__seed999__w0053,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-19,2016-09-13,2016-09-19,5,primitive_02,bad_or_noisy_primitive,0.0012318899710581,0.0017828653994869,-0.0005509754284287,0.0010932866167033,-0.0231902442453983,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0910845653367935,0.1468377893323149,1.1192902195157322,0.2725214622390571,16.637999725341796,0.0375683643968185
base_macro__fold_02__seed999__w0054,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-20,2016-09-14,2016-09-20,5,primitive_02,bad_or_noisy_primitive,0.0097480741656328,0.0089012116827014,0.0008468624829313,-0.0005509754284287,-0.0219869221036527,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0910882878596307,0.1465783466723734,1.1189733886769235,0.2721072494703588,16.25199966430664,0.0386607245491691
base_macro__fold_02__seed999__w0055,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-21,2016-09-15,2016-09-21,5,primitive_02,bad_or_noisy_primitive,0.0054500790761244,0.0063806690443224,-0.0009305899681979,0.0008468624829313,-0.0124531780853599,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0910802518145316,0.146224145918289,1.1187102345585738,0.2717503703627514,15.283999824523926,0.042124777307401
base_macro__fold_02__seed999__w0056,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-22,2016-09-16,2016-09-22,5,primitive_02,bad_or_noisy_primitive,-0.0127522634815683,-0.0084357564467512,-0.004316507034817,-0.0009305899681979,-0.0070709698145497,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0910762394754864,0.1458200496677791,1.118631531516632,0.2713752444114065,14.42800006866455,0.0448482092992101
base_macro__fold_02__seed999__w0057,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-23,2016-09-19,2016-09-23,5,primitive_02,bad_or_noisy_primitive,-0.0100789003792849,-0.0090245460507592,-0.0010543543285256,-0.004316507034817,-0.0197330624259727,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0910938372632093,0.1455782936346726,1.1186985272910075,0.2711694291689043,13.81200008392334,0.047113046219225
base_macro__fold_02__seed999__w0058,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-26,2016-09-20,2016-09-26,5,primitive_02,bad_or_noisy_primitive,0.0069925389165308,0.0076665971729583,-0.0006740582564275,-0.0010543543285256,-0.029613075234888,unknown,1.0,market_regime_1,0.0,0.0,0.0,0.0,0.0910360383094979,0.144934212370746,1.1184713656851772,0.270459847061537,13.6060001373291,0.0475578217073031
base_macro__fold_02__seed999__w0059,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-27,2016-09-21,2016-09-27,5,primitive_02,bad_or_noisy_primitive,0.0078784481844049,0.0046941719689822,0.0031842762154226,-0.0006740582564275,-0.0228276068993754,bear_high_vol,1.0,bear_high_vol,0.0,0.0,0.0,0.0,0.0909775972961143,0.1443298205127084,1.1181416156025807,0.2699210778932084,13.042000198364258,0.0492731339128906
base_macro__fold_02__seed999__w0060,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-28,2016-09-22,2016-09-28,5,primitive_02,bad_or_noisy_primitive,-0.0135281294449043,-0.0099400267327895,-0.0035881027121147,0.0031842762154226,-0.0151290048331008,bear_high_vol,1.0,bear_high_vol,0.0,0.0,0.0,0.0,0.0908919472218332,0.1437841387674117,1.118032627067624,0.2693911422503759,12.860000228881836,0.049784728134734
base_macro__fold_02__seed999__w0061,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-29,2016-09-23,2016-09-29,5,primitive_02,bad_or_noisy_primitive,0.0095821617387346,0.0088994536841698,0.0006827080545647,-0.0035881027121147,-0.0284524671422505,bear_high_vol,1.0,bear_high_vol,0.0,0.0,0.0,0.0,0.0907502329471906,0.1428198430829761,1.117624798505538,0.2685105691764788,13.260000228881836,0.0469544292889007
base_macro__fold_02__seed999__w0062,base_macro__fold_02__seed999,base_macro,macro_context,fold_02,999,2016-09-30,2016-09-26,2016-09-30,5,primitive_02,bad_or_noisy_primitive,-0.0038633147573855,-0.0031586789542215,-0.000704635803164,0.0006827080545647,-0.019142941545539,bear_high_vol,1.0,bear_high_vol,0.0,0.0,0.0,0.0,0.0906297885522973,0.1421261887802814,1.1175985066613745,0.2678620094857677,13.460000228881835,0.0469861804822641
base_macro__fold_03__seed123__w0002,base_macro__fold_03__seed123,base_macro,macro_context,fold_03,123,2017-01-06,2017-01-04,2017-01-06,3,primitive_05,bad_or_noisy_primitive,-0.0015528336505027,-0.002091142817092,0.0005383091665893,-0.0035328025530463,0.0,unknown,1.0,market_regime_1,1500.0,0.0,0.0,0.0,0.0022197424719465,0.0200503137424638,0.8838425875114376,0.0411521216953009,11.613333384195965,0.061993123576841
base_macro__fold_03__seed123__w0003,base_macro__fold_03__seed123,base_macro,macro_context,fold_03,123,2017-01-09,2017-01-04,2017-01-09,4,primitive_05,bad_or_noisy_primitive,-0.0008393128796921,-0.0010568732837418,0.0002175604040496,0.0005383091665893,-0.0015528336505029,unknown,1.0,market_regime_1,1500.0,0.0,0.0,0.0,0.0046470379608236,0.0300414395443204,0.8441478807229128,0.0617382354406469,11.600000143051147,0.0613140335633454
base_macro__fold_03__seed123__w0004,base_macro__fold_03__seed123,base_macro,macro_context,fold_03,123,2017-01-10,2017-01-04,2017-01-10,5,primitive_05,bad_or_noisy_primitive,0.0043320155237893,0.0045725699850554,-0.0002405544612661,0.0002175604040496,-0.002390843216912,unknown,1.0,market_regime_1,1500.0,0.0,0.0,0.0,0.0079547152814154,0.0400294462210306,0.8209487259263375,0.0823682681319504,11.57800006866455,0.0607919819883365
base_macro__fold_03__seed123__w0005,base_macro__fold_03__seed123,base_macro,macro_context,fold_03,123,2017-01-11,2017-01-05,2017-01-11,5,primitive_05,bad_or_noisy_primitive,-0.0022882586424042,-0.0027441116329719,0.0004558529905677,-0.0002405544612661,0.0,unknown,1.0,market_regime_1,1500.0,0.0,0.0,0.0,0.0146249551451596,0.0602003868542636,0.7729182908697656,0.1237940609181736,11.460000038146973,0.060651427106846
